name,stand,country,description,sectors
BLUEDOVE,"TBC, TBC",Morocco,"BLUEDOVE is an AI company behind ZARK, the first sovereign and universal core AI engine for existing CCTV cameras, with online payment and instant activation worldwide. ZARK enables organizations to t",Artificial Intelligence; Smart Cities; Big Data & Analytics; Cloud Services; Retail Tech; Cloud Solutions; Artificial Intelligence; Analytics as a service; Deep Learning Platforms; AI-optimized Hardware
BMAQ Innovation Hub,"20C-50, Hall 20",Morocco,"BMAQ Innovation Hub is the entrepreneurship and technology incubation program of Bayt Mal Al-Qods Acharif (BMAQ), an intergovernmental institution dedicated to preserving the identity and supporting t",Incubator/Accelerator/Investment
BoatExtra,"22C-06, Hall 22",Morocco,"BoatExtra is Morocco's first online marketplace for boat rentals and nautical experiences â making sea access simple, safe, and scalable.<br />
<br />
We connect travelers with licensed operators, c","Media, Marketing & Advertising Tech; Software Services; Incubator/Accelerator/Investment; Retail Tech; Ecommerce; Mobile Applications; ERP (Enterprise Resource Planning) Software; CRM (Customer Relationship Management) Software; Business Intelligence Solutions; E-commerce & M-commerce - E-Commerce Platforms"
BOLD,"22C-02, Hall 22",Morocco,"BOLD is Moroccoâs first phygital beauty and wellness platform, addressing a fragmented and under-digitized market. Founded by Laila Bazzi, an expert with 23+ years in health and wellness, BOLD conne",
Boowme,"22B-80, Hall 22",Morocco,"Boowme is a matchmaking and relationship coaching app designed for the Arab world. It addresses a growing gap between modern lifestyles and traditional ways of meeting, by helping young professionals ",Software Services; Education Tech; Mobile Applications; Coaching and mentoring
BOVICLOUDS,"23B-35, Hall 23",Morocco,"BoviClouds is a DeepTech leader based in Morocco, revolutionizing the global bovine industry through AI and IoT. Our mission is to secure food sovereignty by building a transparent and high-performing",Artificial Intelligence; Big Data & Analytics; AgriTech & FoodTech; Cloud Services; Incubator/Accelerator/Investment; Open Source; Monitoring; Managed Service Provider - MSP; IT Service Management - ITSM; Internet Service Provider - ISP
BoxSpot,"22C-07, Hall 22",Morocco,"BoxSpot is a travel-tech marketplace redefining urban mobility for travelers.<br />
We solve a universal friction: the hours lost carrying luggage before check-in or after check-out.<br />
Our platfor","Artificial Intelligence; Smart Cities; Coding and Development; Quantum & High Performance Computing; Ecommerce; Web Development; Chatbots / Virtual Assistant; Smart Services; Software & Algorithm Developers; Web App, Design and Development"
BREEDJ,"22C-30, Hall 22",Morocco,"â¢ Breedj is an AI-powered digital platform that creates and scales a network-effect business, disrupting the labor market by connecting talents from developing countries with companies worldwide - a",
BROME Consulting & Technology,"9D-25, Hall 9",Morocco,"BROME Consulting & Technology is a leading consulting and digital services firm operating across Morocco and Europe. As a trusted Digital Services Company (ESN), we support organizations in their digi",HealthTech; Artificial Intelligence; Smart Cities; Coding and Development; Education Tech; Mobile learning solutions; Content development and design; Web Development; Python; Frontend Development
BSYS AFRICA,"22C-41, Hall 22",Morocco,"Co-created by NGBS, a Moroccan engineering and digital services company, BSYS is a next-generation ERP SaaS designed to accelerate the digital inclusion of TPMEs. Built for small and growing businesse",Artificial Intelligence; Software Services; Big Data & Analytics; Coding and Development; Cloud Services; ERP (Enterprise Resource Planning) Software; Web Development; Java; Frontend Development; Data Sciences
Burintel,"18C-60, Hall 18",Morocco,"Burintel is a leading Moroccan IT distributor headquartered in Casablanca and founded in 2001. The company provides a wide range of technology solutions including printing systems, displays, computing",3D Printing & Printing Services; Design & Product Development - Optimization Services; Design & Product Development - Industrial design; Design & Product Development - Drawing & Document Management
Business IT Solutions,"15A-4, Hall 15",Morocco,Business IT Solutions (BITS) is a multinational with more than 20 years of experience in delivering secure digital payment and banking solutions. BITS provides innovative platforms for payment switchi,AgriTech & FoodTech; Cloud Services; Digital Finance; Artificial Intelligence; Blockchain; Transactional Platforms; Research & Development; POS Machines & Payment Solutions; Payments / Wallets / Exchange Gateways; Payment Gateways
BUSINESS TRUST,"20B-42, Hall 20",Morocco,"Business Trust Africa is a data and business intelligence platform providing financial and legal information on companies across Africa. Our solutions help businesses, financial institutions and inves",Big Data & Analytics; Ecommerce; Risk & Fraud Management; Platforms; eCommerce Software; Data Management; Data Integration; Business Intelligence
Bztamy,"23D-12, Hall 23",Morocco,"Every month, millions of Moroccans ask Where did my money go?<br />
Bztamy was born to answer that question. We built the first personal finance companion designed by and for Moroccans â not a cold,",Internet of Things (IOT); Artificial Intelligence; Software Services; Cloud Services; Digital Finance; Mobile Applications; Finance & Accounting Software; Artificial Intelligence; Education & Training; Artificial Intelligence
Caddyne,"TBC, TBC",Morocco,"Caddyne is a retail media platform that transforms the in-store shopping experience into a measurable marketing channel.<br />
<br />
Brands currently spend up to 800M MAD annually in Moroccan superma",
CarbonX,"22D-30, Hall 22",Morocco,"CarbonX is a climate platform focused on unlocking Africaâs decarbonization potential by turning climate action into economic value. It provides end-to-end solutions to measure, certify, and monetiz",Sustainability & Green Climate - Tech; Air Quality & Pollution; Biodiversity & Ecosystem Preservation; Decarbonisation Solutions & Technologies; ESG Business Services - Advisory; ESG Business Services - Reporting Tools; Government Authorities & Environment Agencies; Mobility & Urbanization - Green Buildings; Polluted Sites & Soils; Sustainable Finance
Cartway,"23C-31, Hall 23",Morocco,"Cartway is building the digital infrastructure for the next generation of commerce. We create AI-powered software that helps businesses unify operations, customer engagement, automation and growth wit","Artificial Intelligence; Digital Finance; Retail Tech; Creative Economy; Sustainability & Green Climate - Tech; Food & Agriculture - Food transport & Delivery; Supply Chain & Logistics - Delivery & Returns, inc. Final Mile; POS Machines & Payment Solutions; E-Commerce Solutions; Artificial Intelligence"
Casanet,"12B-50, Hall 12",Morocco,"Casanet is a leading Moroccan company specializing in digital services and IT solutions, supporting organizations in their digital transformation for over 30 years.<br />
<br />
Backed by a strong exp","Cyber security; Cloud Services; Consumer Tech, Smart Home & Smart Workplace; Telecommunication & Network Security; Operations Security; Network & Infrastructure Security; Intrusion Detection & Penetration Testing; Endpoint Protection & Mobile Security; Data Governance, Risk & Compliance; Cloud Security"
CBI,"2C-70, Hall 2",Morocco,"CBI, a global IT solutions integrator, is an IT services company that deploys high value-added solutions in telecoms, security, systems, software, and desktop publishing. <br />
<br />
CBI has more th",Artificial Intelligence; Big Data & Analytics; Blockchain; Coding and Development; Cloud Services; Artificial Intelligence; Planning and Optimization; Machine Learning; Deep Learning Platforms; Data Extraction
CDG,"8D-20 8E-2, Hall 8",Morocco,"Established in 1959, Caisse de DÃ©pÃ´t et de Gestion (CDG) is a public financial institution created to exclusively manage private funds (unrelated to state-owned assets). It undertakes its missions i","Cyber security; Operations Security; Data Governance, Risk & Compliance; Cloud Security; Applied Security; Anti-spam, Anti-Malware & Anti-Virus & Email Security"
CDG BEP,"8D-20 8E-2, Hall 8",Morocco,"The Saving -Provident & Pensions Branch of CDG embodies CDG's vocation as a trusted third parties, in accordance with its organic and regulatory texts, as well as those of the bodies managing the CNRA",Artificial Intelligence; Digital Finance; InsureTech; Data Centres; Cloud Solutions - Private and Public; Artificial Intelligence
CDG Incept,"8D-20 8E-2, Hall 8",Morocco,"CDG Incept is a subsidiary of the Caisse de DÃ©pÃ´t et de Gestion Group (CDG Group) dedicated to the design and implementation of high-impact, innovative projects that advance Moroccoâs economic sov","Artificial Intelligence; Big Data & Analytics; Coding and Development; AgriTech & FoodTech; Cloud Services; Data Management; Data Integration; Data Governance, Compliance & Security; Data Architecture; Data Analytics"
CDG INVEST,"20C-30, Hall 20",Morocco,"The Digital Lab of National Education, launched in November 2023, aims to accelerate the digital transformation of Moroccoâs education system through the integration of innovative and effective digi",3D Printing & Printing Services; Education Tech; Coaching and mentoring; Assessment and testing; Animation & Simulation; Digitization / services / tool and die making - Prototyping; Educational Support & Other Service; EdTech & Smart Classroom Solution; Collaborative learning and technology
CHALLENGE,"13A-7, Hall 13",Morocco,"Challenge Maroc est le magazine Ã©conomique leader au Maroc, crÃ©Ã© en 2004, dÃ©diÃ© aux dÃ©cideurs, entrepreneurs et dirigeants.",
Charikaty,"22B-29, Hall 22",Morocco,"Charikaty is Morocco's first fully digital legaltech platform for company formation. We handle everything from legal structuring and documentation to government registration, trademark filing, and ong","Cyber security; PropTech; Legal, Regulations, Investigations & Compliance; AI & IoT; Legal Tech"
Chedmed,"23C-22, Hall 23",Morocco,"Chedmed is a Morocco-based marketplace enabling users to buy and sell second-hand and new products, with a strong initial focus on fashion. The platform differentiates itself through integrated logist","Ecommerce; eCommerce Software; Platforms; Web App, Design and Development"
Choufli,"20D-75, Hall 20",Morocco,"Choufli is an AI-powered used car valuation platform built to bring transparency, precision, and data-driven insights to the Moroccan automotive market. Using advanced analytics and predictive models,",Cloud Services; Coding and Development; Artificial Intelligence; Software Services; Big Data & Analytics; Mobile Applications; ERP (Enterprise Resource Planning) Software; Data Analytics & Automation; Application integration and infrastructure; Web Development
